Flight No,Origin,Destination,Airline,Equipment,Type,o_iata,d_iata
6E2193,Chandigarh,Delhi,IndiGo,A20N,D,IXC,DEL
6E2194,Delhi,Chandigarh,IndiGo,A20N,D,DEL,IXC
6E2195,Chandigarh,Delhi,IndiGo,A21N,D,IXC,DEL
6E2196,Delhi,Chandigarh,IndiGo,A21N,D,DEL,IXC
6E2197,Srinagar,Delhi,IndiGo,A20N,D,SXR,DEL
6E2201,Delhi,Bhubaneswar,IndiGo,A20N,D,DEL,BBI
6E2202,Bhubaneswar,Delhi,IndiGo,A20N,D,BBI,DEL
6E2203,Jodhpur,Delhi,IndiGo,A20N,D,JDH,DEL
6E2204,Delhi,Jaipur,IndiGo,A21N,D,DEL,JAI
6E2205,Raipur,Delhi,IndiGo,A21N,D,RPR,DEL
6E2206,Delhi,Agartala,IndiGo,A320,D,DEL,IXA
6E2208,Delhi,Indore,SmartLynx,A320,D,DEL,IDR
6E2209,Ahmedabad,Delhi,IndiGo,A20N,D,AMD,DEL
6.00E+221,Bengaluru,Ranchi,IndiGo,A20N,D,BLR,IXR
6E2211,Delhi,Varanasi,IndiGo,A320,D,DEL,VNS
6E2213,Nagpur,Delhi,IndiGo,A20N,D,NAG,DEL
6E2214,Delhi,Nagpur,IndiGo,A20N,D,DEL,NAG
6E2215,Bhopal,Delhi,IndiGo,A20N,D,BHO,DEL
6E2216,Delhi,Indore,SmartLynx,A320,D,DEL,IDR
6E2217,Srinagar,Delhi,IndiGo,A21N,D,SXR,DEL
6E2218,Delhi,Ranchi,IndiGo,A320,D,DEL,IXR
6E2219,Ranchi,Delhi,IndiGo,A320,D,IXR,DEL
6E2221,Mumbai,Delhi,IndiGo,A21N,D,BOM,DEL
6E2224,Mumbai,Delhi,IndiGo,A21N,D,BOM,DEL
6.00E+223,Bengaluru,Kolkata,IndiGo,A21N,D,BLR,CCU
6E2232,Varanasi,Delhi,IndiGo,A21N,D,VNS,DEL
6E2235,Delhi,Varanasi,IndiGo,A20N,D,DEL,VNS
6E2238,Lucknow,Mumbai,IndiGo,A320,D,LKO,BOM
6E2239,Delhi,Siliguri,IndiGo,A20N,D,DEL,IXB
6.00E+224,Kolkata,Delhi,IndiGo,A21N,D,CCU,DEL
6E2241,Surat,Delhi,IndiGo,A21N,D,STV,DEL
6E2242,Udaipur,Delhi,IndiGo,A20N,D,UDR,DEL
6E2243,Lucknow,Delhi,IndiGo,A20N,D,LKO,DEL
6E2246,Patna,Delhi,IndiGo,A320,D,PAT,DEL
6E2248,Delhi,Srinagar,IndiGo,A20N,D,DEL,SXR
6E2249,Indore,Delhi,IndiGo,A20N,D,IDR,DEL
6.00E+225,Mumbai,Indore,IndiGo,A320,D,BOM,IDR
6E2251,Delhi,Visakhapatnam,IndiGo,A20N,D,DEL,VTZ
6E2253,Dehradun,Delhi,IndiGo,A20N,D,DED,DEL
6E2254,Delhi,Dibrugarh,IndiGo,A20N,D,DEL,DIB
6E2255,Delhi,Hyderabad,IndiGo,A21N,D,DEL,HYD
6E2256,Hyderabad,Delhi,IndiGo,A21N,D,HYD,DEL
6E2258,Delhi,Lucknow,IndiGo,A20N,D,DEL,LKO
6E2261,Delhi,Visakhapatnam,SmartLynx,A320,D,DEL,VTZ
6E2262,Delhi,Pune,IndiGo,A21N,D,DEL,PNQ
6E2263,Ahmedabad,Delhi,IndiGo,A21N,D,AMD,DEL
6E2264,Mumbai,Chandigarh,IndiGo,A20N,D,BOM,IXC
6E2268,Srinagar,Delhi,IndiGo,A21N,D,SXR,DEL
6.00E+227,Bengaluru,Kolkata,SmartLynx,A320,D,BLR,CCU
6E2272,Delhi,Surat,IndiGo,A20N,D,DEL,STV
6E2273,Delhi,Pune,IndiGo,A21N,D,DEL,PNQ
6E2276,Coimbatore,Delhi,SmartLynx,A320,D,CJB,DEL
6E2277,Delhi,Goa,IndiGo,A21N,D,DEL,GOI
6E2278,Pune,Delhi,IndiGo,A21N,D,PNQ,DEL
6E2279,Pune,Delhi,IndiGo,A21N,D,PNQ,DEL
6.00E+228,Mumbai,Guwahati,IndiGo,A320,D,BOM,GAU
6E2281,Delhi,Chennai,IndiGo,32Q,D,DEL,MAA
6E2282,Chennai,Delhi,IndiGo,A21N,D,MAA,DEL
6E2283,Delhi,Pune,IndiGo,A20N,D,DEL,PNQ
6E2285,Pune,Delhi,IndiGo,A20N,D,PNQ,DEL
6E2286,Ranchi,Delhi,SmartLynx,A320,D,IXR,DEL
6E2287,Delhi,Chennai,IndiGo,A320,D,DEL,MAA
6E2289,Delhi,Guwahati,IndiGo,A20N,D,DEL,GAU
6E2291,Delhi,Dehradun,IndiGo,A20N,D,DEL,DED
6E2292,Amritsar,Delhi,IndiGo,A320,D,ATQ,DEL
6E2295,Siliguri,Delhi,IndiGo,A20N,D,IXB,DEL
6E2296,Delhi,Bhubaneswar,IndiGo,A20N,D,DEL,BBI
6E2301,Mumbai,Bhubaneswar,IndiGo,A20N,D,BOM,BBI
6E2302,Delhi,Bhopal,IndiGo,A20N,D,DEL,BHO
6E2303,Lucknow,Delhi,IndiGo,A20N,D,LKO,DEL
6E2304,Bhubaneswar,Mumbai,IndiGo,A20N,D,BBI,BOM
6E2305,Srinagar,Delhi,IndiGo,A21N,D,SXR,DEL
6E2306,Agartala,Delhi,IndiGo,A320,D,IXA,DEL
6E2308,Delhi,Chennai,IndiGo,A21N,D,DEL,MAA
6.00E+231,Mumbai,Chennai,IndiGo,A21N,D,BOM,MAA
6E2315,Delhi,Cochin,IndiGo,A20N,D,DEL,COK
6E2316,Delhi,Jammu,IndiGo,A21N,D,DEL,IXJ
6E2317,Goa,Delhi,IndiGo,A21N,D,GOI,DEL
6E2319,Delhi,Lucknow,IndiGo,A320,D,DEL,LKO
6.00E+232,Hyderabad,Delhi,IndiGo,A21N,D,HYD,DEL
6E2321,Varanasi,Delhi,IndiGo,A320,D,VNS,DEL
6E2326,Mumbai,Delhi,IndiGo,A21N,D,BOM,DEL
6E2327,Delhi,Mumbai,IndiGo,A21N,D,DEL,BOM
6E2329,Delhi,Goa,IndiGo,A21N,D,DEL,GOI
6.00E+233,Hyderabad,Delhi,IndiGo,A21N,D,HYD,DEL
6E2331,Delhi,Ahmedabad,IndiGo,A20N,D,DEL,AMD
6E2332,Ranchi,Delhi,IndiGo,A20N,D,IXR,DEL
6E2334,Delhi,Gorakhpur,IndiGo,A20N,D,DEL,GOP
6.00E+234,Kolkata,Chennai,IndiGo,A21N,D,CCU,MAA
6E2343,Delhi,Pune,IndiGo,A320,D,DEL,PNQ
6E2344,Mangalore,Delhi,IndiGo,A21N,D,IXE,DEL
6E2346,Delhi,Coimbatore,IndiGo,A20N,D,DEL,CJB
6E2347,Mumbai,Ahmedabad,IndiGo,A20N,D,BOM,AMD
6.00E+235,Kolkata,Bengaluru,IndiGo,A21N,D,CCU,BLR
6E2356,Jammu,Delhi,IndiGo,A21N,D,IXJ,DEL
6.00E+236,Bengaluru,Kolkata,SmartLynx,A320,D,BLR,CCU
6E2361,Delhi,Varanasi,IndiGo,A21N,D,DEL,VNS
6E2362,Raipur,Delhi,IndiGo,A20N,D,RPR,DEL
6E2365,Bhubaneswar,Delhi,IndiGo,A21N,D,BBI,DEL
6E2369,Goa,Delhi,IndiGo,A320,D,GOI,DEL
6.00E+237,Chennai,Coimbatore,IndiGo,A20N,D,MAA,CJB
6E2371,Mumbai,Raipur,IndiGo,A20N,D,BOM,RPR
6E2372,Delhi,Mangalore,IndiGo,A21N,D,DEL,IXE
6E2373,Delhi,Patna,IndiGo,A20N,D,DEL,PAT
6E2376,Delhi,Indore,IndiGo,A20N,D,DEL,IDR
6E2379,Hyderabad,Delhi,IndiGo,A21N,D,HYD,DEL
6.00E+238,Pune,Chennai,IndiGo,A320,D,PNQ,MAA
6E2381,Thiruvananthapuram,Mumbai,IndiGo,A20N,D,TRV,BOM
6E2382,Cochin,Delhi,IndiGo,A20N,D,COK,DEL
6E2383,Delhi,Surat,SmartLynx,A320,D,DEL,STV
6E2384,Surat,Delhi,SmartLynx,A320,D,STV,DEL
6E2385,Ahmedabad,Delhi,IndiGo,A20N,D,AMD,DEL
6E2389,Indore,Mumbai,IndiGo,A21N,D,IDR,BOM
6.00E+239,Bengaluru,Ahmedabad,IndiGo,A21N,D,BLR,AMD
6E2391,Delhi,Cochin,IndiGo,A20N,D,DEL,COK
6E2392,Siliguri,Delhi,IndiGo,A20N,D,IXB,DEL
6E2393,Delhi,Coimbatore,SmartLynx,A320,D,DEL,CJB
6E2394,Delhi,Amritsar,IndiGo,A320,D,DEL,ATQ
6E2395,Varanasi,Delhi,IndiGo,A20N,D,VNS,DEL
6E2402,Leh,Delhi,IndiGo,A20N,D,IXL,DEL
6E2403,Leh,Delhi,IndiGo,A20N,D,IXL,DEL
6E2404,Dehradun,Delhi,IndiGo,A20N,D,DED,DEL
6E2408,Delhi,Bengaluru,IndiGo,A21N,D,DEL,BLR
6E2409,Coimbatore,Delhi,IndiGo,A320,D,CJB,DEL
6.00E+241,Mumbai,Jaipur,IndiGo,A21N,D,BOM,JAI
6E2411,Delhi,Varanasi,IndiGo,A320,D,DEL,VNS
6E2412,Delhi,Vadodara,IndiGo,A20N,D,DEL,BDQ
6E2413,Delhi,Goa,SmartLynx,A320,D,DEL,GOX
6E2415,Kolkata,Delhi,IndiGo,A21N,D,CCU,DEL
6E2416,Gaya,Delhi,IndiGo,A20N,D,GAY,DEL
6E2417,Imphal,Delhi,IndiGo,A20N,D,IMF,DEL
6E2418,Pune,Delhi,IndiGo,A20N,D,PNQ,DEL
6E2419,Pune,Delhi,IndiGo,A320,D,PNQ,DEL
6.00E+242,Cochin,Pune,IndiGo,A320,D,COK,PNQ
6E2423,Delhi,Nagpur,IndiGo,A20N,D,DEL,NAG
6E2425,Delhi,Patna,IndiGo,A20N,D,DEL,PAT
6.00E+243,Hyderabad,Chennai,IndiGo,A21N,D,HYD,MAA
6E2431,Delhi,Nagpur,IndiGo,A21N,D,DEL,NAG
6E2432,Nagpur,Delhi,IndiGo,A21N,D,NAG,DEL
6E2434,Delhi,Bengaluru,IndiGo,A21N,D,DEL,BLR
6E2439,Allahabad,Delhi,IndiGo,A21N,D,IXD,DEL
6.00E+244,Chennai,Ahmedabad,IndiGo,A20N,D,MAA,AMD
6E2442,Mumbai,Lucknow,IndiGo,A20N,D,BOM,LKO
6E2447,Pune,Nagpur,IndiGo,A20N,D,PNQ,NAG
6E2448,Delhi,Gaya,IndiGo,A320,D,DEL,GAY
6E2449,Goa,Delhi,IndiGo,A20N,D,GOI,DEL
6.00E+245,Kolkata,Ahmedabad,IndiGo,A20N,D,CCU,AMD
6.00E+246,Ahmedabad,Delhi,IndiGo,A320,D,AMD,DEL
6E2471,Delhi,Pune,IndiGo,A20N,D,DEL,PNQ
6E2472,Kolkata,Delhi,IndiGo,A21N,D,CCU,DEL
6.00E+248,Mumbai,Kolkata,IndiGo,A21N,D,BOM,CCU
6E2481,Pune,Nagpur,IndiGo,A320,D,PNQ,NAG
6E2482,Delhi,Patna,IndiGo,A320,D,DEL,PAT
6E2483,Patna,Delhi,IndiGo,A20N,D,PAT,DEL
6E2486,Hyderabad,Tirupati,IndiGo,A20N,D,HYD,TIR
6E2487,Delhi,Bengaluru,IndiGo,A21N,D,DEL,BLR
6.00E+249,Goa,Bengaluru,IndiGo,A21N,D,GOI,BLR
6E2501,Delhi,Ahmedabad,IndiGo,A20N,D,DEL,AMD
6.00E+251,Delhi,Guwahati,IndiGo,A320,D,DEL,GAU
6E2511,Delhi,Belgaum,IndiGo,A320,D,DEL,IXG
6E2512,Belgaum,Delhi,IndiGo,A320,D,IXG,DEL
6E2513,Kolkata,Silchar,IndiGo,A20N,D,CCU,IXS
6E2516,Silchar,Kolkata,IndiGo,A20N,D,IXS,CCU
6E2521,Delhi,Siliguri,IndiGo,A20N,D,DEL,IXB
6E2527,Jammu,Delhi,IndiGo,A21N,D,IXJ,DEL
6E2528,Mumbai,Madurai,IndiGo,A21N,D,BOM,IXM
6.00E+253,Chennai,Pune,IndiGo,A20N,D,MAA,PNQ
6E2555,Srinagar,Delhi,IndiGo,A21N,D,SXR,DEL
6E2557,Delhi,Surat,IndiGo,A21N,D,DEL,STV
6.00E+256,Mangalore,Bengaluru,IndiGo,A20N,D,IXE,BLR
6E2577,Amritsar,Delhi,IndiGo,A21N,D,ATQ,DEL
6E2583,Delhi,Leh,IndiGo,A20N,D,DEL,IXL
6E2584,Leh,Delhi,IndiGo,A20N,D,IXL,DEL
6E2587,Bhopal,Delhi,IndiGo,A20N,D,BHO,DEL
6E2601,Delhi,Nagpur,IndiGo,A20N,D,DEL,NAG
6E2607,Delhi,Srinagar,IndiGo,A21N,D,DEL,SXR
6E2608,Visakhapatnam,Delhi,IndiGo,A20N,D,VTZ,DEL
6E2609,Delhi,Jammu,IndiGo,A21N,D,DEL,IXJ
6.00E+261,Ahmedabad,Bhubaneswar,IndiGo,A20N,D,AMD,BBI
6E2616,Delhi,Durgapur,SmartLynx,A320,D,DEL,RDP
6E2617,Vadodara,Delhi,IndiGo,A20N,D,BDQ,DEL
6E2618,Delhi,Pune,IndiGo,A20N,D,DEL,PNQ
6.00E+262,Delhi,Guwahati,IndiGo,A20N,D,DEL,GAU
6E2625,Delhi,Kolkata,IndiGo,A21N,D,DEL,CCU
6.00E+263,Guwahati,Delhi,IndiGo,A20N,D,GAU,DEL
6E2637,Delhi,Vadodara,IndiGo,A20N,D,DEL,BDQ
6E2644,Delhi,Udaipur,IndiGo,A20N,D,DEL,UDR
6E2651,Delhi,Nagpur,IndiGo,A320,D,DEL,NAG
6.00E+266,Mumbai,Srinagar,IndiGo,A20N,D,BOM,SXR
6E2661,Pune,Delhi,IndiGo,A21N,D,PNQ,DEL
6E2674,Delhi,Pune,IndiGo,A21N,D,DEL,PNQ
6E2676,Delhi,Mumbai,IndiGo,A21N,D,DEL,BOM
6E2695,Delhi,Patna,IndiGo,A20N,D,DEL,PAT
6E2698,Port Blair,Chennai,IndiGo,A20N,D,IXZ,MAA
6E2701,Delhi,Ayodhya,IndiGo,A20N,D,DEL,AYJ
6E2702,Ayodhya,Delhi,IndiGo,A20N,D,AYJ,DEL
6E2706,Cochin,Delhi,IndiGo,A20N,D,COK,DEL
6.00E+271,Kolkata,Guwahati,IndiGo,A20N,D,CCU,GAU
6E2716,Delhi,Mumbai,IndiGo,A21N,D,DEL,BOM
6.00E+272,Mumbai,Amritsar,IndiGo,A20N,D,BOM,ATQ
6.00E+273,Mumbai,Rajkot,IndiGo,A20N,D,BOM,HSR
6E2736,Ahmedabad,Delhi,IndiGo,A20N,D,AMD,DEL
6E2747,Delhi,Srinagar,IndiGo,A20N,D,DEL,SXR
6.00E+275,Kolkata,Imphal,IndiGo,A320,D,CCU,IMF
6E2759,Kolkata,Delhi,IndiGo,A21N,D,CCU,DEL
6E2766,Delhi,Mumbai,IndiGo,A21N,D,DEL,BOM
6E2769,Delhi,Patna,IndiGo,A20N,D,DEL,PAT
6.00E+277,Ahmedabad,Lucknow,IndiGo,A20N,D,AMD,LKO
6E2772,Visakhapatnam,Bengaluru,IndiGo,A21N,D,VTZ,BLR
6E2774,Delhi,Hyderabad,IndiGo,A21N,D,DEL,HYD
6E2775,Mumbai,Delhi,IndiGo,A21N,D,BOM,DEL
6E2776,Visakhapatnam,Delhi,SmartLynx,A320,D,VTZ,DEL
6E2788,Delhi,Kolkata,IndiGo,A21N,D,DEL,CCU
6.00E+279,Lucknow,Ahmedabad,IndiGo,A20N,D,LKO,AMD
6E2792,Patna,Delhi,IndiGo,A20N,D,PAT,DEL
6E2794,Raipur,Delhi,IndiGo,A320,D,RPR,DEL
6.00E+281,Goa,Ahmedabad,IndiGo,A20N,D,GOI,AMD
6.00E+282,Delhi,Dimapur,IndiGo,A20N,D,DEL,DMU
6.00E+283,Hyderabad,Kolkata,IndiGo,A21N,D,HYD,CCU
6.00E+284,Pune,Indore,IndiGo,A20N,D,PNQ,IDR
6.00E+285,Hyderabad,Bengaluru,IndiGo,A21N,D,HYD,BLR
6E2856,Delhi,Hyderabad,IndiGo,A20N,D,DEL,HYD
6.00E+288,Chennai,Bhubaneswar,IndiGo,A20N,D,MAA,BBI
6.00E+289,Hyderabad,Chennai,IndiGo,A21N,D,HYD,MAA
6.00E+292,Kolkata,Ahmedabad,IndiGo,A20N,D,CCU,AMD
6.00E+292,Siliguri,Kolkata,IndiGo,A20N,D,IXB,CCU
6.00E+293,Chennai,Hyderabad,IndiGo,A21N,D,MAA,HYD
6.00E+294,Mumbai,Indore,IndiGo,A20N,D,BOM,IDR
6.00E+297,Hyderabad,Jodhpur,IndiGo,A21N,D,HYD,JDH
6.00E+298,Ranchi,Mumbai,IndiGo,A20N,D,IXR,BOM
6E2981,Delhi,Srinagar,IndiGo,A20N,D,DEL,SXR
6E2982,Srinagar,Delhi,IndiGo,A20N,D,SXR,DEL
6.00E+301,Mumbai,Delhi,IndiGo,A21N,D,BOM,DEL
6.00E+302,Pune,Bengaluru,IndiGo,A20N,D,PNQ,BLR
6.00E+304,Cochin,Hyderabad,IndiGo,A21N,D,COK,HYD
6.00E+306,Mangalore,Bengaluru,IndiGo,A20N,D,IXE,BLR
6E308,Delhi,Bengaluru,IndiGo,A21N,D,DEL,BLR
6E309,Bengaluru,Goa,IndiGo,A21N,D,BLR,GOX
6E311,Hyderabad,Pune,IndiGo,A20N,D,HYD,PNQ
6E313,Kolkata,Mumbai,IndiGo,A21N,D,CCU,BOM
6E316,Guwahati,Bengaluru,IndiGo,A20N,D,GAU,BLR
6E321,Chennai,Kolkata,IndiGo,A21N,D,MAA,CCU
6E323,Siliguri,Chennai,IndiGo,A20N,D,IXB,MAA
6E325,Lucknow,Bengaluru,IndiGo,A320,D,LKO,BLR
6E326,Kolkata,Jorhat,IndiGo,A20N,D,CCU,JRH
6E333,Mumbai,Delhi,IndiGo,A21N,D,BOM,DEL
6E334,Kolkata,Hyderabad,IndiGo,A21N,D,CCU,HYD
6E335,Thiruvananthapuram,Hyderabad,IndiGo,A21N,D,TRV,HYD
6E336,Pune,Hyderabad,IndiGo,A320,D,PNQ,HYD
6E337,Hyderabad,Pune,IndiGo,A320,D,HYD,PNQ
6E338,Pune,Lucknow,IndiGo,A320,D,PNQ,LKO
6E339,Coimbatore,Chennai,IndiGo,A20N,D,CJB,MAA
6E341,Chennai,Hyderabad,IndiGo,A20N,D,MAA,HYD
6E342,Patna,Kolkata,IndiGo,A20N,D,PAT,CCU
6E344,Kolkata,Chennai,IndiGo,A21N,D,CCU,MAA
6E345,Kolkata,Gaya,IndiGo,A20N,D,CCU,GAY
6E348,Ahmedabad,Chennai,IndiGo,A320,D,AMD,MAA
6E351,Hyderabad,Pune,IndiGo,A20N,D,HYD,PNQ
6E352,Pune,Hyderabad,IndiGo,A20N,D,PNQ,HYD
6E353,Delhi,Kolkata,IndiGo,A21N,D,DEL,CCU
6E354,Delhi,Mumbai,IndiGo,A320,D,DEL,BOM
6E355,Mumbai,Delhi,IndiGo,A21N,D,BOM,DEL
6E356,Bengaluru,Chennai,IndiGo,A20N,D,BLR,MAA
6E358,Visakhapatnam,Pune,IndiGo,A20N,D,VTZ,PNQ
6E361,Pune,Bengaluru,IndiGo,A20N,D,PNQ,BLR
6E365,Chennai,Bengaluru,IndiGo,A320,D,MAA,BLR
6E368,Bengaluru,Bhopal,IndiGo,A21N,D,BLR,BHO
6E373,Jaipur,Bengaluru,IndiGo,A320,D,JAI,BLR
6E375,Pune,Delhi,IndiGo,A20N,D,PNQ,DEL
6E376,Hyderabad,Kolkata,IndiGo,A21N,D,HYD,CCU
6E377,Hyderabad,Indore,IndiGo,A20N,D,HYD,IDR
6E378,Indore,Hyderabad,IndiGo,A20N,D,IDR,HYD
6E381,Goa,Ahmedabad,IndiGo,A20N,D,GOI,AMD
6E382,Delhi,Hyderabad,IndiGo,A21N,D,DEL,HYD
6E383,Ahmedabad,Hyderabad,IndiGo,A20N,D,AMD,HYD
6E384,Hyderabad,Visakhapatnam,IndiGo,A20N,D,HYD,VTZ
6E385,Visakhapatnam,Hyderabad,IndiGo,A320,D,VTZ,HYD
6E386,Kolkata,Bengaluru,IndiGo,A21N,D,CCU,BLR
6E387,Cochin,Chennai,IndiGo,A20N,D,COK,MAA
6E388,Mangalore,Bengaluru,IndiGo,A21N,D,IXE,BLR
6E389,Delhi,Kolkata,IndiGo,A21N,D,DEL,CCU
6E391,Pune,Bengaluru,IndiGo,A21N,D,PNQ,BLR
6E393,Bhopal,Bengaluru,IndiGo,A21N,D,BHO,BLR
6E394,Kolkata,Jaipur,IndiGo,A20N,D,CCU,JAI
6E394,Guwahati,Kolkata,IndiGo,A20N,D,GAU,CCU
6E395,Delhi,Mumbai,IndiGo,A21N,D,DEL,BOM
6E397,Mumbai,Bhopal,IndiGo,A20N,D,BOM,BHO
6E398,Ranchi,Hyderabad,IndiGo,A21N,D,IXR,HYD
6E399,Lucknow,Goa,IndiGo,A20N,D,LKO,GOI
6E401,Chennai,Varanasi,IndiGo,A20N,D,MAA,VNS
6E402,Dehradun,Pune,IndiGo,A20N,D,DED,PNQ
6E403,Pune,Dehradun,IndiGo,A20N,D,PNQ,DED
6E404,Chennai,Delhi,IndiGo,A21N,D,MAA,DEL
6E405,Bengaluru,Raipur,IndiGo,A20N,D,BLR,RPR
6E406,Raipur,Bengaluru,IndiGo,A20N,D,RPR,BLR
6E407,Pune,Hyderabad,IndiGo,A20N,D,PNQ,HYD
6E408,Bengaluru,Pune,IndiGo,A21N,D,BLR,PNQ
6E409,Hyderabad,Visakhapatnam,IndiGo,A20N,D,HYD,VTZ
6E411,Bengaluru,Bhubaneswar,IndiGo,A20N,D,BLR,BBI
6E412,Udaipur,Bengaluru,IndiGo,A320,D,UDR,BLR
6E413,Hyderabad,Bengaluru,IndiGo,A20N,D,HYD,BLR
6E414,Jodhpur,Pune,IndiGo,A320,D,JDH,PNQ
6E415,Bengaluru,Jaipur,IndiGo,A20N,D,BLR,JAI
6E417,Kolkata,Raipur,IndiGo,A20N,D,CCU,RPR
6E418,Goa,Surat,IndiGo,A21N,D,GOI,STV
6E419,Surat,Goa,IndiGo,A21N,D,STV,GOI
6E421,Hyderabad,Ranchi,IndiGo,A21N,D,HYD,IXR
6E422,Hyderabad,Dehradun,IndiGo,A20N,D,HYD,DED
6E423,Dehradun,Hyderabad,IndiGo,A20N,D,DED,HYD
6E426,Hyderabad,Pune,IndiGo,A20N,D,HYD,PNQ
6E429,Chandigarh,Bengaluru,IndiGo,A320,D,IXC,BLR
6E432,Patna,Hyderabad,IndiGo,A20N,D,PAT,HYD
6E433,Aizawl,Kolkata,IndiGo,A20N,D,AJL,CCU
6E434,Delhi,Chennai,IndiGo,A21N,D,DEL,MAA
6E435,Bengaluru,Cochin,IndiGo,A20N,D,BLR,COK
6E441,Bengaluru,Pune,IndiGo,A20N,D,BLR,PNQ
6E442,Bengaluru,Kolkata,IndiGo,A21N,D,BLR,CCU
6E443,Bengaluru,Siliguri,IndiGo,A21N,D,BLR,IXB
6E445,Siliguri,Bengaluru,IndiGo,A21N,D,IXB,BLR
6E446,Mumbai,Ahmedabad,IndiGo,A20N,D,BOM,AMD
6E447,Chennai,Cochin,IndiGo,A20N,D,MAA,COK
6E449,Delhi,Mumbai,IndiGo,A21N,D,DEL,BOM
6E451,Bengaluru,Lucknow,IndiGo,A320,D,BLR,LKO
6E452,Chennai,Delhi,IndiGo,A21N,D,MAA,DEL
6E453,Hyderabad,Lucknow,IndiGo,A20N,D,HYD,LKO
6E455,Kolkata,Bengaluru,IndiGo,A21N,D,CCU,BLR
6E456,Chennai,Delhi,IndiGo,A21N,D,MAA,DEL
6E457,Bengaluru,Guwahati,IndiGo,A20N,D,BLR,GAU
6E464,Vadodara,Hyderabad,IndiGo,A20N,D,BDQ,HYD
6E465,Bengaluru,Surat,IndiGo,A21N,D,BLR,STV
6E469,Bengaluru,Jaipur,IndiGo,A21N,D,BLR,JAI
6E471,Jaipur,Hyderabad,IndiGo,A20N,D,JAI,HYD
6E472,Cochin,Bengaluru,IndiGo,A20N,D,COK,BLR
6E473,Raipur,Hyderabad,IndiGo,A20N,D,RPR,HYD
6E474,Kolkata,Delhi,IndiGo,A21N,D,CCU,DEL
6E475,Coimbatore,Bengaluru,IndiGo,A20N,D,CJB,BLR
6E476,Kolkata,Pune,IndiGo,A320,D,CCU,PNQ
6E477,Delhi,Bengaluru,IndiGo,A21N,D,DEL,BLR
6E478,Amritsar,Bengaluru,IndiGo,A21N,D,ATQ,BLR
6E478,Bengaluru,Chennai,IndiGo,A21N,D,BLR,MAA
6E479,Ahmedabad,Chennai,IndiGo,A20N,D,AMD,MAA
6E479,Chennai,Coimbatore,IndiGo,A20N,D,MAA,CJB
6E481,Ahmedabad,Bengaluru,IndiGo,A21N,D,AMD,BLR
6E484,Bengaluru,Hyderabad,IndiGo,A20N,D,BLR,HYD
6E485,Kolkata,Agartala,IndiGo,A21N,D,CCU,IXA
6E486,Bengaluru,Nagpur,IndiGo,A21N,D,BLR,NAG
6E489,Chennai,Indore,IndiGo,A21N,D,MAA,IDR
6E493,Kolkata,Delhi,IndiGo,A21N,D,CCU,DEL
6E494,Delhi,Hyderabad,IndiGo,A21N,D,DEL,HYD
6E495,Chennai,Hyderabad,IndiGo,A20N,D,MAA,HYD
6E496,Kolkata,Bengaluru,SmartLynx,A320,D,CCU,BLR
6E498,Jaipur,Bengaluru,IndiGo,A20N,D,JAI,BLR
6E499,Varanasi,Bengaluru,IndiGo,A20N,D,VNS,BLR
6E5002,Nagpur,Mumbai,IndiGo,A320,D,NAG,BOM
6E5004,Mumbai,Bhubaneswar,IndiGo,A20N,D,BOM,BBI
6E5006,Guwahati,Delhi,IndiGo,A21N,D,GAU,DEL
6E501,Hyderabad,Varanasi,IndiGo,A21N,D,HYD,VNS
6E5011,Bengaluru,Mumbai,IndiGo,A21N,D,BLR,BOM
6E5012,Mumbai,Hyderabad,IndiGo,A21N,D,BOM,HYD
6E5016,Delhi,Jodhpur,IndiGo,A20N,D,DEL,JDH
6E5017,Delhi,Bhopal,IndiGo,A21N,D,DEL,BHO
6E5018,Goa,Mumbai,IndiGo,A21N,D,GOX,BOM
6E5019,Goa,Mumbai,IndiGo,A20N,D,GOI,BOM
6E502,Chennai,Pune,IndiGo,A20N,D,MAA,PNQ
6E5021,Rajkot,Delhi,IndiGo,A20N,D,HSR,DEL
6E5022,Mumbai,Aurangabad,IndiGo,A20N,D,BOM,IXU
6E503,Bengaluru,Kolkata,IndiGo,A21N,D,BLR,CCU
6E5034,Surat,Bengaluru,IndiGo,A21N,D,STV,BLR
6E5038,Mumbai,Udaipur,IndiGo,A21N,D,BOM,UDR
6E5039,Hyderabad,Mumbai,IndiGo,A21N,D,HYD,BOM
6E504,Varanasi,Hyderabad,IndiGo,A20N,D,VNS,HYD
6E5041,Delhi,Chennai,IndiGo,A21N,D,DEL,MAA
6E5042,Chennai,Delhi,IndiGo,A21N,D,MAA,DEL
6E5044,Delhi,Chennai,IndiGo,A21N,D,DEL,MAA
6E5045,Chennai,Delhi,IndiGo,A20N,D,MAA,DEL
6E5047,Mumbai,Bengaluru,IndiGo,A20N,D,BOM,BLR
6E5048,Mumbai,Chennai,IndiGo,A21N,D,BOM,MAA
6E5049,Raipur,Mumbai,IndiGo,A20N,D,RPR,BOM
6E505,Lucknow,Kolkata,IndiGo,A20N,D,LKO,CCU
6E5051,Bengaluru,Mumbai,IndiGo,A21N,D,BLR,BOM
6E5053,Indore,Mumbai,IndiGo,A20N,D,IDR,BOM
6E5054,Bhubaneswar,Mumbai,IndiGo,A20N,D,BBI,BOM
6E5056,Mumbai,Hyderabad,IndiGo,A21N,D,BOM,HYD
